"module name","license","repository"
"@ampproject/remapping@2.3.0","Apache-2.0","https://github.com/ampproject/remapping"
"@babel/code-frame@7.24.7","MIT","https://github.com/babel/babel"
"@babel/compat-data@7.25.2","MIT","https://github.com/babel/babel"
"@babel/core@7.25.2","MIT","https://github.com/babel/babel"
"@babel/generator@7.25.0","MIT","https://github.com/babel/babel"
"@babel/helper-compilation-targets@7.25.2","MIT","https://github.com/babel/babel"
"@babel/helper-module-imports@7.24.7","MIT","https://github.com/babel/babel"
"@babel/helper-module-transforms@7.25.2","MIT","https://github.com/babel/babel"
"@babel/helper-plugin-utils@7.24.8","MIT","https://github.com/babel/babel"
"@babel/helper-simple-access@7.24.7","MIT","https://github.com/babel/babel"
"@babel/helper-string-parser@7.24.8","MIT","https://github.com/babel/babel"
"@babel/helper-validator-identifier@7.24.7","MIT","https://github.com/babel/babel"
"@babel/helper-validator-option@7.24.8","MIT","https://github.com/babel/babel"
"@babel/helpers@7.25.0","MIT","https://github.com/babel/babel"
"@babel/highlight@7.24.7","MIT","https://github.com/babel/babel"
"@babel/parser@7.25.3","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-react-jsx-self@7.24.7","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-react-jsx-source@7.24.7","MIT","https://github.com/babel/babel"
"@babel/runtime@7.25.6","MIT","https://github.com/babel/babel"
"@babel/template@7.25.0","MIT","https://github.com/babel/babel"
"@babel/traverse@7.25.3","MIT","https://github.com/babel/babel"
"@babel/types@7.25.2","MIT","https://github.com/babel/babel"
"@emotion/babel-plugin@11.12.0","MIT","https://github.com/emotion-js/emotion/tree/main/packages/babel-plugin"
"@emotion/cache@11.13.1","MIT","https://github.com/emotion-js/emotion/tree/main/packages/cache"
"@emotion/hash@0.9.2","MIT","https://github.com/emotion-js/emotion/tree/main/packages/hash"
"@emotion/is-prop-valid@1.3.1","MIT","https://github.com/emotion-js/emotion/tree/main/packages/is-prop-valid"
"@emotion/memoize@0.9.0","MIT","https://github.com/emotion-js/emotion/tree/main/packages/memoize"
"@emotion/react@11.13.3","MIT","https://github.com/emotion-js/emotion/tree/main/packages/react"
"@emotion/serialize@1.3.2","MIT","https://github.com/emotion-js/emotion/tree/main/packages/serialize"
"@emotion/sheet@1.4.0","MIT","https://github.com/emotion-js/emotion/tree/main/packages/sheet"
"@emotion/styled@11.13.0","MIT","https://github.com/emotion-js/emotion/tree/main/packages/styled"
"@emotion/unitless@0.10.0","MIT","https://github.com/emotion-js/emotion/tree/main/packages/unitless"
"@emotion/use-insertion-effect-with-fallbacks@1.1.0","MIT","https://github.com/emotion-js/emotion/tree/main/packages/use-insertion-effect-with-fallbacks"
"@emotion/utils@1.4.1","MIT","https://github.com/emotion-js/emotion/tree/main/packages/utils"
"@emotion/weak-memoize@0.4.0","MIT","https://github.com/emotion-js/emotion/tree/main/packages/weak-memoize"
"@esbuild/darwin-arm64@0.21.5","MIT","https://github.com/evanw/esbuild"
"@eslint-community/eslint-utils@4.4.0","MIT","https://github.com/eslint-community/eslint-utils"
"@eslint-community/regexpp@4.11.0","MIT","https://github.com/eslint-community/regexpp"
"@eslint/config-array@0.17.1","Apache-2.0","https://github.com/eslint/rewrite"
"@eslint/eslintrc@3.1.0","MIT","https://github.com/eslint/eslintrc"
"@eslint/js@9.9.0","MIT","https://github.com/eslint/eslint"
"@eslint/object-schema@2.1.4","Apache-2.0","https://github.com/eslint/rewrite"
"@floating-ui/core@1.6.8","MIT","https://github.com/floating-ui/floating-ui"
"@floating-ui/dom@1.6.11","MIT","https://github.com/floating-ui/floating-ui"
"@floating-ui/react-dom@2.1.2","MIT","https://github.com/floating-ui/floating-ui"
"@floating-ui/utils@0.2.8","MIT","https://github.com/floating-ui/floating-ui"
"@humanwhocodes/module-importer@1.0.1","Apache-2.0","https://github.com/humanwhocodes/module-importer"
"@humanwhocodes/retry@0.3.0","Apache-2.0","https://github.com/humanwhocodes/retrier"
"@jridgewell/gen-mapping@0.3.5","MIT","https://github.com/jridgewell/gen-mapping"
"@jridgewell/resolve-uri@3.1.2","MIT","https://github.com/jridgewell/resolve-uri"
"@jridgewell/set-array@1.2.1","MIT","https://github.com/jridgewell/set-array"
"@jridgewell/sourcemap-codec@1.5.0","MIT","https://github.com/jridgewell/sourcemap-codec"
"@jridgewell/trace-mapping@0.3.25","MIT","https://github.com/jridgewell/trace-mapping"
"@mui/base@5.0.0-beta.58","MIT","https://github.com/mui/material-ui"
"@mui/core-downloads-tracker@6.1.1","MIT","https://github.com/mui/material-ui"
"@mui/icons-material@6.1.1","MIT","https://github.com/mui/material-ui"
"@mui/lab@6.0.0-beta.10","MIT","https://github.com/mui/material-ui"
"@mui/material@6.1.1","MIT","https://github.com/mui/material-ui"
"@mui/private-theming@6.1.1","MIT","https://github.com/mui/material-ui"
"@mui/styled-engine@6.1.1","MIT","https://github.com/mui/material-ui"
"@mui/system@6.1.1","MIT","https://github.com/mui/material-ui"
"@mui/types@7.2.17","MIT","https://github.com/mui/material-ui"
"@mui/utils@6.0.0-rc.0","MIT","https://github.com/mui/material-ui"
"@mui/utils@6.1.1","MIT","https://github.com/mui/material-ui"
"@nodelib/fs.scandir@2.1.5","MIT","https://github.com/nodelib/nodelib/tree/master/packages/fs/fs.scandir"
"@nodelib/fs.stat@2.0.5","MIT","https://github.com/nodelib/nodelib/tree/master/packages/fs/fs.stat"
"@nodelib/fs.walk@1.2.8","MIT","https://github.com/nodelib/nodelib/tree/master/packages/fs/fs.walk"
"@popperjs/core@2.11.8","MIT","https://github.com/popperjs/popper-core"
"@remix-run/router@1.19.2","MIT","https://github.com/remix-run/react-router"
"@rollup/rollup-darwin-arm64@4.20.0","MIT","https://github.com/rollup/rollup"
"@types/babel__core@7.20.5","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/babel__generator@7.6.8","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/babel__template@7.4.4","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/babel__traverse@7.20.6","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/estree@1.0.5","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/lodash@4.17.7","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/parse-json@4.0.2","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/prop-types@15.7.12","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/react-dom@18.3.0","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/react-transition-group@4.4.11","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/react@18.3.3","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@typescript-eslint/eslint-plugin@8.1.0","MIT","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/parser@8.1.0","BSD-2-Clause","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/scope-manager@8.1.0","MIT","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/type-utils@8.1.0","MIT","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/types@8.1.0","MIT","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/typescript-estree@8.1.0","BSD-2-Clause","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/utils@8.1.0","MIT","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/visitor-keys@8.1.0","MIT","https://github.com/typescript-eslint/typescript-eslint"
"@vitejs/plugin-react@4.3.1","MIT","https://github.com/vitejs/vite-plugin-react"
"acorn-jsx@5.3.2","MIT","https://github.com/acornjs/acorn-jsx"
"acorn@8.12.1","MIT","https://github.com/acornjs/acorn"
"ajv@6.12.6","MIT","https://github.com/ajv-validator/ajv"
"ansi-regex@5.0.1","MIT","https://github.com/chalk/ansi-regex"
"ansi-styles@3.2.1","MIT","https://github.com/chalk/ansi-styles"
"ansi-styles@4.3.0","MIT","https://github.com/chalk/ansi-styles"
"argparse@2.0.1","Python-2.0","https://github.com/nodeca/argparse"
"array-union@2.1.0","MIT","https://github.com/sindresorhus/array-union"
"asynckit@0.4.0","MIT","https://github.com/alexindigo/asynckit"
"axios@1.7.4","MIT","https://github.com/axios/axios"
"babel-plugin-macros@3.1.0","MIT","https://github.com/kentcdodds/babel-plugin-macros"
"balanced-match@1.0.2","MIT","https://github.com/juliangruber/balanced-match"
"brace-expansion@1.1.11","MIT","https://github.com/juliangruber/brace-expansion"
"brace-expansion@2.0.1","MIT","https://github.com/juliangruber/brace-expansion"
"braces@3.0.3","MIT","https://github.com/micromatch/braces"
"browserslist@4.23.3","MIT","https://github.com/browserslist/browserslist"
"callsites@3.1.0","MIT","https://github.com/sindresorhus/callsites"
"caniuse-lite@1.0.30001651","CC-BY-4.0","https://github.com/browserslist/caniuse-lite"
"chalk@2.4.2","MIT","https://github.com/chalk/chalk"
"chalk@4.1.2","MIT","https://github.com/chalk/chalk"
"chokidar@4.0.1","MIT","https://github.com/paulmillr/chokidar"
"cloudfront@0.0.0","UNLICENSED",""
"clsx@2.1.1","MIT","https://github.com/lukeed/clsx"
"color-convert@1.9.3","MIT","https://github.com/Qix-/color-convert"
"color-convert@2.0.1","MIT","https://github.com/Qix-/color-convert"
"color-name@1.1.3","MIT","https://github.com/dfcreative/color-name"
"color-name@1.1.4","MIT","https://github.com/colorjs/color-name"
"combined-stream@1.0.8","MIT","https://github.com/felixge/node-combined-stream"
"concat-map@0.0.1","MIT","https://github.com/substack/node-concat-map"
"convert-source-map@1.9.0","MIT","https://github.com/thlorenz/convert-source-map"
"convert-source-map@2.0.0","MIT","https://github.com/thlorenz/convert-source-map"
"cosmiconfig@7.1.0","MIT","https://github.com/davidtheclark/cosmiconfig"
"cross-spawn@7.0.3","MIT","https://github.com/moxystudio/node-cross-spawn"
"csstype@3.1.3","MIT","https://github.com/frenic/csstype"
"debug@4.3.6","MIT","https://github.com/debug-js/debug"
"deep-is@0.1.4","MIT","https://github.com/thlorenz/deep-is"
"delayed-stream@1.0.0","MIT","https://github.com/felixge/node-delayed-stream"
"dir-glob@3.0.1","MIT","https://github.com/kevva/dir-glob"
"dom-helpers@5.2.1","MIT","https://github.com/react-bootstrap/dom-helpers"
"electron-to-chromium@1.5.8","ISC","https://github.com/kilian/electron-to-chromium"
"error-ex@1.3.2","MIT","https://github.com/qix-/node-error-ex"
"esbuild@0.21.5","MIT","https://github.com/evanw/esbuild"
"escalade@3.1.2","MIT","https://github.com/lukeed/escalade"
"escape-string-regexp@1.0.5","MIT","https://github.com/sindresorhus/escape-string-regexp"
"escape-string-regexp@4.0.0","MIT","https://github.com/sindresorhus/escape-string-regexp"
"eslint-plugin-react-hooks@5.1.0-rc-fb9a90fa48-20240614","MIT","https://github.com/facebook/react"
"eslint-plugin-react-refresh@0.4.9","MIT","https://github.com/ArnaudBarre/eslint-plugin-react-refresh"
"eslint-scope@8.0.2","BSD-2-Clause","https://github.com/eslint/eslint-scope"
"eslint-visitor-keys@3.4.3","Apache-2.0","https://github.com/eslint/eslint-visitor-keys"
"eslint-visitor-keys@4.0.0","Apache-2.0","https://github.com/eslint/eslint-visitor-keys"
"eslint@9.9.0","MIT","https://github.com/eslint/eslint"
"espree@10.1.0","BSD-2-Clause","https://github.com/eslint/espree"
"esquery@1.6.0","BSD-3-Clause","https://github.com/estools/esquery"
"esrecurse@4.3.0","BSD-2-Clause","https://github.com/estools/esrecurse"
"estraverse@5.3.0","BSD-2-Clause","https://github.com/estools/estraverse"
"esutils@2.0.3","BSD-2-Clause","https://github.com/estools/esutils"
"fast-deep-equal@3.1.3","MIT","https://github.com/epoberezkin/fast-deep-equal"
"fast-glob@3.3.2","MIT","https://github.com/mrmlnc/fast-glob"
"fast-json-stable-stringify@2.1.0","MIT","https://github.com/epoberezkin/fast-json-stable-stringify"
"fast-levenshtein@2.0.6","MIT","https://github.com/hiddentao/fast-levenshtein"
"fastq@1.17.1","ISC","https://github.com/mcollina/fastq"
"file-entry-cache@8.0.0","MIT","https://github.com/jaredwray/file-entry-cache"
"fill-range@7.1.1","MIT","https://github.com/jonschlinkert/fill-range"
"find-root@1.1.0","MIT","https://github.com/js-n/find-root"
"find-up@5.0.0","MIT","https://github.com/sindresorhus/find-up"
"flat-cache@4.0.1","MIT","https://github.com/jaredwray/flat-cache"
"flatted@3.3.1","ISC","https://github.com/WebReflection/flatted"
"follow-redirects@1.15.6","MIT","https://github.com/follow-redirects/follow-redirects"
"form-data@4.0.0","MIT","https://github.com/form-data/form-data"
"fsevents@2.3.3","MIT","https://github.com/fsevents/fsevents"
"function-bind@1.1.2","MIT","https://github.com/Raynos/function-bind"
"gensync@1.0.0-beta.2","MIT","https://github.com/loganfsmyth/gensync"
"glob-parent@5.1.2","ISC","https://github.com/gulpjs/glob-parent"
"glob-parent@6.0.2","ISC","https://github.com/gulpjs/glob-parent"
"globals@11.12.0","MIT","https://github.com/sindresorhus/globals"
"globals@14.0.0","MIT","https://github.com/sindresorhus/globals"
"globals@15.9.0","MIT","https://github.com/sindresorhus/globals"
"globby@11.1.0","MIT","https://github.com/sindresorhus/globby"
"graphemer@1.4.0","MIT","https://github.com/flmnt/graphemer"
"hamt_plus@1.0.2","MIT","https://github.com/mattbierner/hamt_plus"
"has-flag@3.0.0","MIT","https://github.com/sindresorhus/has-flag"
"has-flag@4.0.0","MIT","https://github.com/sindresorhus/has-flag"
"hasown@2.0.2","MIT","https://github.com/inspect-js/hasOwn"
"hoist-non-react-statics@3.3.2","BSD-3-Clause","https://github.com/mridgway/hoist-non-react-statics"
"ignore@5.3.2","MIT","https://github.com/kaelzhang/node-ignore"
"immutable@4.3.7","MIT","https://github.com/immutable-js/immutable-js"
"import-fresh@3.3.0","MIT","https://github.com/sindresorhus/import-fresh"
"imurmurhash@0.1.4","MIT","https://github.com/jensyt/imurmurhash-js"
"is-arrayish@0.2.1","MIT","https://github.com/qix-/node-is-arrayish"
"is-core-module@2.15.1","MIT","https://github.com/inspect-js/is-core-module"
"is-extglob@2.1.1","MIT","https://github.com/jonschlinkert/is-extglob"
"is-glob@4.0.3","MIT","https://github.com/micromatch/is-glob"
"is-number@7.0.0","MIT","https://github.com/jonschlinkert/is-number"
"is-path-inside@3.0.3","MIT","https://github.com/sindresorhus/is-path-inside"
"isexe@2.0.0","ISC","https://github.com/isaacs/isexe"
"js-tokens@4.0.0","MIT","https://github.com/lydell/js-tokens"
"js-yaml@4.1.0","MIT","https://github.com/nodeca/js-yaml"
"jsesc@2.5.2","MIT","https://github.com/mathiasbynens/jsesc"
"json-buffer@3.0.1","MIT","https://github.com/dominictarr/json-buffer"
"json-parse-even-better-errors@2.3.1","MIT","https://github.com/npm/json-parse-even-better-errors"
"json-schema-traverse@0.4.1","MIT","https://github.com/epoberezkin/json-schema-traverse"
"json-stable-stringify-without-jsonify@1.0.1","MIT","https://github.com/samn/json-stable-stringify"
"json5@2.2.3","MIT","https://github.com/json5/json5"
"keyv@4.5.4","MIT","https://github.com/jaredwray/keyv"
"levn@0.4.1","MIT","https://github.com/gkz/levn"
"lines-and-columns@1.2.4","MIT","https://github.com/eventualbuddha/lines-and-columns"
"locate-path@6.0.0","MIT","https://github.com/sindresorhus/locate-path"
"lodash.merge@4.6.2","MIT","https://github.com/lodash/lodash"
"lodash@4.17.21","MIT","https://github.com/lodash/lodash"
"loose-envify@1.4.0","MIT","https://github.com/zertosh/loose-envify"
"lru-cache@5.1.1","ISC","https://github.com/isaacs/node-lru-cache"
"merge2@1.4.1","MIT","https://github.com/teambition/merge2"
"micromatch@4.0.7","MIT","https://github.com/micromatch/micromatch"
"mime-db@1.52.0","MIT","https://github.com/jshttp/mime-db"
"mime-types@2.1.35","MIT","https://github.com/jshttp/mime-types"
"minimatch@3.1.2","ISC","https://github.com/isaacs/minimatch"
"minimatch@9.0.5","ISC","https://github.com/isaacs/minimatch"
"ms@2.1.2","MIT","https://github.com/zeit/ms"
"nanoid@3.3.7","MIT","https://github.com/ai/nanoid"
"natural-compare@1.4.0","MIT","https://github.com/litejs/natural-compare-lite"
"node-releases@2.0.18","MIT","https://github.com/chicoxyzzy/node-releases"
"object-assign@4.1.1","MIT","https://github.com/sindresorhus/object-assign"
"optionator@0.9.4","MIT","https://github.com/gkz/optionator"
"p-limit@3.1.0","MIT","https://github.com/sindresorhus/p-limit"
"p-locate@5.0.0","MIT","https://github.com/sindresorhus/p-locate"
"parent-module@1.0.1","MIT","https://github.com/sindresorhus/parent-module"
"parse-json@5.2.0","MIT","https://github.com/sindresorhus/parse-json"
"path-exists@4.0.0","MIT","https://github.com/sindresorhus/path-exists"
"path-key@3.1.1","MIT","https://github.com/sindresorhus/path-key"
"path-parse@1.0.7","MIT","https://github.com/jbgutierrez/path-parse"
"path-type@4.0.0","MIT","https://github.com/sindresorhus/path-type"
"picocolors@1.0.1","ISC","https://github.com/alexeyraspopov/picocolors"
"picomatch@2.3.1","MIT","https://github.com/micromatch/picomatch"
"postcss@8.4.41","MIT","https://github.com/postcss/postcss"
"prelude-ls@1.2.1","MIT","https://github.com/gkz/prelude-ls"
"prop-types@15.8.1","MIT","https://github.com/facebook/prop-types"
"proxy-from-env@1.1.0","MIT","https://github.com/Rob--W/proxy-from-env"
"punycode@2.3.1","MIT","https://github.com/mathiasbynens/punycode.js"
"queue-microtask@1.2.3","MIT","https://github.com/feross/queue-microtask"
"react-dom@18.3.1","MIT","https://github.com/facebook/react"
"react-is@16.13.1","MIT","https://github.com/facebook/react"
"react-is@18.3.1","MIT","https://github.com/facebook/react"
"react-refresh@0.14.2","MIT","https://github.com/facebook/react"
"react-router-dom@6.26.2","MIT","https://github.com/remix-run/react-router"
"react-router@6.26.2","MIT","https://github.com/remix-run/react-router"
"react-transition-group@4.4.5","BSD-3-Clause","https://github.com/reactjs/react-transition-group"
"react@18.3.1","MIT","https://github.com/facebook/react"
"readdirp@4.0.1","MIT","https://github.com/paulmillr/readdirp"
"recoil@0.7.7","MIT","https://github.com/facebookexperimental/Recoil"
"regenerator-runtime@0.14.1","MIT","https://github.com/facebook/regenerator/tree/main/packages/runtime"
"resolve-from@4.0.0","MIT","https://github.com/sindresorhus/resolve-from"
"resolve@1.22.8","MIT","https://github.com/browserify/resolve"
"reusify@1.0.4","MIT","https://github.com/mcollina/reusify"
"rollup@4.20.0","MIT","https://github.com/rollup/rollup"
"run-parallel@1.2.0","MIT","https://github.com/feross/run-parallel"
"sass@1.79.3","MIT","https://github.com/sass/dart-sass"
"scheduler@0.23.2","MIT","https://github.com/facebook/react"
"semver@6.3.1","ISC","https://github.com/npm/node-semver"
"semver@7.6.3","ISC","https://github.com/npm/node-semver"
"shebang-command@2.0.0","MIT","https://github.com/kevva/shebang-command"
"shebang-regex@3.0.0","MIT","https://github.com/sindresorhus/shebang-regex"
"slash@3.0.0","MIT","https://github.com/sindresorhus/slash"
"source-map-js@1.2.0","BSD-3-Clause","https://github.com/7rulnik/source-map-js"
"source-map@0.5.7","BSD-3-Clause","https://github.com/mozilla/source-map"
"strip-ansi@6.0.1","MIT","https://github.com/chalk/strip-ansi"
"strip-json-comments@3.1.1","MIT","https://github.com/sindresorhus/strip-json-comments"
"stylis@4.2.0","MIT","https://github.com/thysultan/stylis.js"
"supports-color@5.5.0","MIT","https://github.com/chalk/supports-color"
"supports-color@7.2.0","MIT","https://github.com/chalk/supports-color"
"supports-preserve-symlinks-flag@1.0.0","MIT","https://github.com/inspect-js/node-supports-preserve-symlinks-flag"
"sweetalert2@11.14.1","MIT","https://github.com/sweetalert2/sweetalert2"
"text-table@0.2.0","MIT","https://github.com/substack/text-table"
"to-fast-properties@2.0.0","MIT","https://github.com/sindresorhus/to-fast-properties"
"to-regex-range@5.0.1","MIT","https://github.com/micromatch/to-regex-range"
"ts-api-utils@1.3.0","MIT","https://github.com/JoshuaKGoldberg/ts-api-utils"
"type-check@0.4.0","MIT","https://github.com/gkz/type-check"
"typescript-eslint@8.1.0","MIT","https://github.com/typescript-eslint/typescript-eslint"
"typescript@5.5.4","Apache-2.0","https://github.com/Microsoft/TypeScript"
"update-browserslist-db@1.1.0","MIT","https://github.com/browserslist/update-db"
"uri-js@4.4.1","BSD-2-Clause","https://github.com/garycourt/uri-js"
"vite@5.4.1","MIT","https://github.com/vitejs/vite"
"which@2.0.2","ISC","https://github.com/isaacs/node-which"
"word-wrap@1.2.5","MIT","https://github.com/jonschlinkert/word-wrap"
"yallist@3.1.1","ISC","https://github.com/isaacs/yallist"
"yaml@1.10.2","ISC","https://github.com/eemeli/yaml"
"yocto-queue@0.1.0","MIT","https://github.com/sindresorhus/yocto-queue"